Speaker,Role,Statement,Sentiment Label,Confidence Rate,Sentiment Score,Emotion,Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,We expect operating expenses to be between $15.1 billion and $15.3 billion.,Neutral,0.687709391117096,-0.21590572595596313,neutral,"$15.1 billion, $15.3 billion"
Kevan Parekh,Chief Financial Officer,"We expect OI&E to be around negative $300 million, excluding any potential impact from the mark-to-market of minority investments, and our tax rate to be around 16%.",Neutral,0.8503267168998718,0.08637293428182602,neutral,"OI&E, $300 million, around 16%"
Kevan Parekh,Chief Financial Officer,"Finally, today our Board of Directors has declared a cash dividend of $0.25 per share of common stock payable on February 13, 2025, to shareholders of record as of February 10, 2025.",Neutral,0.9138379096984863,0.05451243370771408,joy,"today, Board Directors, 0.25, February 13, 2025, February 10, 2025"
Kevan Parekh,Chief Financial Officer,"With that, let's open to call the questions.",Neutral,0.9312389492988586,0.02230222150683403,neutral,No Strategic Focus Areas
Suhasini Chandramouli,"Director, Investor Relations",We ask that you limit yourself to two questions.,Neutral,0.930271327495575,-0.007843159139156342,neutral,two
Operator,Operator,"Certainly, we will go ahead and take our first question from Erik Woodring with Morgan Stanley.",Neutral,0.911688506603241,0.058513134717941284,neutral,Morgan Stanley
Erik Woodring,Analyst,"Great guys, Thanks so much for taking my questions.",Positive,0.6457851529121399,0.6244442462921143,joy,No Strategic Focus Areas
Erik Woodring,Analyst,"Tim, in your prepared remarks, you had noted that iPhone 16 models are selling better in markets where Apple Intelligence is available?",Positive,0.8222987055778503,0.8105026483535767,neutral,"16, Apple Intelligence"
Erik Woodring,Analyst,And I'm just wondering if you could double-click on that comment a bit and share any other details you believe could better help us understand how Apple Intelligence is really impacting iPhone demand and/or what features you find that users are using most often already?,Neutral,0.9207577705383301,0.00047667697072029114,surprise,"Apple Intelligence, iPhone"
Tim Cook,Chief Executive Officer,"The -- we did see that the markets where we had rolled out Apple Intelligence, that the year-over-year performance on the iPhone 16 family was stronger than those where Apple Intelligence was not available.",Positive,0.9539431929588318,0.929792582988739,neutral,"Apple Intelligence, year--year, Apple Intelligence"
Tim Cook,Chief Executive Officer,"In terms of the features that people are using, they're using all of the ones that I'd referenced in my opening comments from writing tools to image playground and Genmoji to visual intelligence and more.",Neutral,0.9324707984924316,0.014294449239969254,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,The cleanup is another one that is popular and people love seeing that one demoed in the stores as well.,Neutral,0.915785014629364,0.037947483360767365,joy,one
Tim Cook,Chief Executive Officer,"We only had 2, 2.5 weeks or so during the December quarter of the second release of [18.2] (ph) and then only had the U.K. and the other English language countries for the 2.5 weeks.",Neutral,0.9242069721221924,-0.02994723618030548,neutral,"2, 2.5 weeks, December quarter, 18.2, U.K., 2.5 weeks"
Tim Cook,Chief Executive Officer,"And so we've got just the early indications at the moment, but we were glad…",Positive,0.6424664258956909,0.6234280467033386,joy,No Strategic Focus Areas
Erik Woodring,Analyst,"And then, you know, if we just touch on China, obviously, in the news fairly frequently, if we set aside China Macro, which I understand is still challenging, can you maybe talk about the headwinds that that Apple faces, whether that's, you know, shifting preferences for Western technology brands in favor of domestic vendors, or is this just a function of not necessarily having Apple intelligence available with the iPhone 16, which is, you know, not necessarily helping replacement cycles.",Neutral,0.6931412816047668,-0.17753173410892487,neutral,"China, China Macro, Apple, Apple"
Erik Woodring,Analyst,"Just maybe double clicking on, on what you think and what you're hearing in China as a regard as it relates to the iPhone.",Neutral,0.9406655430793762,0.005057856440544128,neutral,"China, iPhone"
Tim Cook,Chief Executive Officer,"If you look at our greater China revenue for the quarter, we were down 11% year-over-year.",Negative,0.9749114513397217,-0.9670490026473999,neutral,"China, quarter, 11%"
Tim Cook,Chief Executive Officer,And over half of the decline that we experienced was driven by change in channel inventory from the beginning to the end of the quarter.,Negative,0.9582675695419312,-0.9427477717399597,neutral,"half, end quarter"
Tim Cook,Chief Executive Officer,And of course on the Apple intelligence side we have not rolled out in China and as we just talked about we did see better results in the markets that we had rolled out in than markets we hadn't rolled out in.,Positive,0.9458255171775818,0.926679790019989,neutral,"Apple, China"
Tim Cook,Chief Executive Officer,"And of course, it's the most competitive market in the world.",Neutral,0.6157775521278381,0.3637281060218811,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"In terms of the macro situation, there was a fiscal stimulus or subsidy announced in very recently in January that did not affect the December quarter.",Neutral,0.8191978335380554,-0.05038571357727051,neutral,"January, December quarter"
Tim Cook,Chief Executive Officer,"There were some provincial subsidies in the December quarter, but the national program was announced, I believe, on January 20.",Neutral,0.8800296187400818,0.012631576508283615,neutral,"December quarter, January 20"
Tim Cook,Chief Executive Officer,"And it does cover the categories that we have products in from smartphones to tablets and PCs and smart watches up to a certain, a maximum price point.",Neutral,0.9058793187141418,0.07342218607664108,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,And so we do see fiscal stimulus occurring and we'll be glad to talk about what that looks like on the next call.,Neutral,0.756813108921051,0.20513643324375153,joy,No Strategic Focus Areas
Operator,Operator,Our next question is from Ben Reitzes with Melius.,Neutral,0.9215275049209595,-0.012057337909936905,neutral,Melius
Ben Reitzes,Analyst,"And, hey, Tim, I wanted to ask you who -- you knew this one was coming, but there's a perception that you're a big beneficiary of lower cost of compute and I was wondering if you could give your worldly perspective here on the DeepSeek situation and if you are going to, if you, if anything's happened to change your views in terms of a tailwind to margins and your ability to execute even due to the potential for cost to come down due to that development and probably what was going to happen anyway.",Neutral,0.5299193263053894,-0.010320380330085754,surprise,DeepSeek
Ben Reitzes,Analyst,But I'd love your perspective on that and then have a quick follow-up.,Neutral,0.8826611638069153,0.09523029625415802,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"In general, I think innovation that drives efficiency is a good thing.",Neutral,0.5537201166152954,0.4203181564807892,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"Our tight integration of silicon and software, I think, will continue to serve us very well.",Positive,0.9200658202171326,0.910755455493927,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"As you know, we do things on the device, and we do things in the private cloud and which mimics from a architectural point of view the -- what happens on the device.",Neutral,0.9307835102081299,-0.021991821005940437,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"And from a CapEx point of view, we've always taken a very prudent and deliberate approach to our expenditure and we continue to leverage a hybrid model, which I think continues to serve us well.",Positive,0.771807074546814,0.7628057599067688,neutral,CapEx
Ben Reitzes,Analyst,"And then, you know, just with regard to, you know, the iPhone trajectory, do you feel like, I guess, what is -- you obviously don't talk about new products and stuff like that, but do you feel that there's a lot of room for form factor innovation in the future?",Neutral,0.9202585816383362,0.03499045595526695,neutral,iPhone
Ben Reitzes,Analyst,Or do you feel that the current lineup kind of it shows where you're going?,Neutral,0.8997973203659058,-0.0038203224539756775,neutral,No Strategic Focus Areas
Ben Reitzes,Analyst,"I guess without pulling punches wondering if you, you thought you know in terms of the phone innovation if there's a lot more to come and you could see the kind of current market changing a bit over the next two to three years.",Neutral,0.8933650851249695,0.056589141488075256,surprise,next two three years
Tim Cook,Chief Executive Officer,"I think, Ben, I think there's a lot more to come and I could not feel more optimistic about our product pipeline.",Neutral,0.5101453065872192,0.4305139183998108,joy,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,So I think there's a lot of innovation left on the smartphone.,Neutral,0.6266630291938782,0.33911848068237305,neutral,No Strategic Focus Areas
Operator,Operator,Our next question is from Michael Ng with Goldman Sachs.,Neutral,0.9291370511054993,-0.00497668981552124,neutral,Goldman Sachs
Michael Ng,Analyst,"First, it was encouraging to hear about the record for iPhone upgraders, which I think is something you haven't said for about a year now.",Neutral,0.6422429084777832,0.30794557929039,joy,"iPhone, year"
Michael Ng,Analyst,I was wondering if you could talk a little bit about what you would attribute this upgrade strength to?,Neutral,0.8492974638938904,0.12973514199256897,surprise,No Strategic Focus Areas
Michael Ng,Analyst,Has Apple Intelligence played a role in helping upgrades in the markets that you've launched in?,Neutral,0.8257112503051758,0.1507229506969452,neutral,Apple Intelligence
Tim Cook,Chief Executive Officer,"If you look at iPhone, we did set an all-time record for upgraders, so we've never seen a higher level of upgraders before.",Positive,0.581550121307373,0.5663497447967529,neutral,iPhone
Tim Cook,Chief Executive Officer,The installed base hit a new all-time high as well.,Positive,0.92326819896698,0.9037412405014038,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"And if you look at the 16, compared to the 15 from launch, which occurred, as you know, in September, so this is across now two quarters from September to the end of the December fiscal quarter, the 16 outperformed the 15.",Positive,0.4857643246650696,0.1814574897289276,neutral,"16, 15, September, two quarters, September, end December fiscal quarter, 16, 15"
Tim Cook,Chief Executive Officer,"And so I think you can conclude from that, that there are compelling reasons to upgrade.",Positive,0.6383985280990601,0.6261228322982788,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"And in the markets where we had launched Apple Intelligence, they outperformed the markets that we did not.",Positive,0.8368520140647888,0.8002215623855591,neutral,Apple Intelligence
Tim Cook,Chief Executive Officer,"Yes, lots of good color there.",Positive,0.7281518578529358,0.7107681035995483,neutral,No Strategic Focus Areas
Michael Ng,Analyst,And then I had one about the iPad Pro and for the thinner version.,Neutral,0.909087061882019,0.016931571066379547,neutral,"one, iPad Pro"
Michael Ng,Analyst,I was just wondering if you could talk about that thin form factor for the iPad Pro.,Neutral,0.926592230796814,0.03861548751592636,surprise,iPad Pro
Michael Ng,Analyst,How did it help iPad sales overall and what did your kind of marketing consumer research tell you about how consumers valued that thin product form factor?,Neutral,0.8880930542945862,0.0684555247426033,neutral,iPad
Tim Cook,Chief Executive Officer,iPad overall grew 15% for the quarter and it was more driven by iPad Air and the entry level iPad than it was the top level iPad.,Positive,0.7858752608299255,0.7712493538856506,neutral,"iPad, 15%, quarter, iPad Air, iPad, iPad"
Tim Cook,Chief Executive Officer,But overall we could not be more pleased with the iPad category growing 15%.,Positive,0.9211758971214294,0.9044040441513062,joy,"iPad, 15%"
Tim Cook,Chief Executive Officer,And probably what is most important is that over half of the sales in the December quarter went to customers who were new to the iPad.,Neutral,0.8629581332206726,0.08928008377552032,neutral,"half, December quarter, iPad"
Tim Cook,Chief Executive Officer,So that tells us that there's a good amount of customers there to attract.,Positive,0.8566675186157227,0.8464853167533875,neutral,No Strategic Focus Areas
Operator,Operator,Our next question is from Amit Daryanani from Evercore.,Neutral,0.9295753836631775,0.003264043480157852,neutral,"Amit Daryanani, Evercore"
Amit Daryanani,Analyst,"Maybe to start with, you folks are seeing some very robust growth trends in emerging markets right now for Apple products?",Positive,0.9352983832359314,0.922303318977356,neutral,Apple
Amit Daryanani,Analyst,"Can you just add a high level, just talk about the durability of growth that you see in emerging markets?",Neutral,0.9120058417320251,0.05870109051465988,neutral,No Strategic Focus Areas
Amit Daryanani,Analyst,And then do you think the summation of these emerging markets are starting to get big enough or perhaps starting to grow fast enough that it can actually offset some of the China headwinds you're going through?,Positive,0.49078166484832764,0.47058436274528503,neutral,China
Tim Cook,Chief Executive Officer,We have great results in a number of emerging markets.,Positive,0.8969138860702515,0.8876551389694214,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"And as you know from past calls, I'm particularly keen on India.",Neutral,0.8802520036697388,0.09530574083328247,neutral,India
Tim Cook,Chief Executive Officer,India set a December quarter record during the quarter.,Positive,0.8164095878601074,0.7709416151046753,neutral,"India, December quarter, quarter"
Tim Cook,Chief Executive Officer,We've announced that we're going to open four new stores there.,Positive,0.5958043932914734,0.5809263586997986,joy,four
Tim Cook,Chief Executive Officer,"We also, the iPhone was the top selling model in India for the quarter.",Positive,0.8233821988105774,0.8059067130088806,neutral,"iPhone, India, quarter"
Tim Cook,Chief Executive Officer,And it's the second largest smartphone market in the world and the third largest for PCs and tablets and so there's a huge market and we are -- we have very modest share in these markets.,Neutral,0.84563809633255,0.12368650734424591,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,And that's just one of the emerging markets.,Neutral,0.9176651239395142,0.02270749770104885,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"Yes, maybe I'll add, Amit, that in emerging markets we're also seeing double-digit growth on the install base, both in total and for the iPhone as well.",Positive,0.9518358111381531,0.9385583400726318,neutral,iPhone
Amit Daryanani,Analyst,"And then, you know, just a question on gross margins for the March quarter.",Neutral,0.8872289061546326,-0.03240887448191643,neutral,March quarter
Amit Daryanani,Analyst,You folks are guiding gross margin is flattish on a sequential basis.,Neutral,0.8488528728485107,-0.016369357705116272,neutral,No Strategic Focus Areas
Amit Daryanani,Analyst,"Typically, I think it tends to be guided up a little bit, 50 basis points, so sequentially.",Neutral,0.8893058896064758,0.03391704335808754,neutral,50
Amit Daryanani,Analyst,"Can we just touch on like, what are the offsets of the puts and takes you see here on gross margins?",Neutral,0.9237323999404907,0.016176588833332062,neutral,No Strategic Focus Areas
Amit Daryanani,Analyst,"And Kevan, maybe you can just talked about its FX having an outsized impact in your margin profile as well in March?",Neutral,0.7031481266021729,-0.13319629430770874,neutral,"FX, March"
Kevan Parekh,Chief Financial Officer,"Yes, Amit, let me take that One.",Neutral,0.9078150987625122,0.06355797499418259,neutral,One
Kevan Parekh,Chief Financial Officer,"You know, as we mentioned in my remarks, we're guiding to 46.5% to 47.5%.",Positive,0.5599978566169739,0.526572048664093,neutral,"46.5%, 47.5%"
Kevan Parekh,Chief Financial Officer,"So we think it's, you know, we're very pleased with that level of guidance.",Positive,0.8982506990432739,0.8872520923614502,joy,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"As you mentioned, there's always puts and takes.",Neutral,0.9127857685089111,-0.01798934116959572,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"We do think there's going to be some FX headwinds, which we talked about, that's going to affect, you know, our revenue growth as well.",Negative,0.836025595664978,-0.7774211764335632,neutral,FX
Kevan Parekh,Chief Financial Officer,"You know, it'll have an impact here on the margin, a sequential impact on margins.",Neutral,0.868319034576416,-0.01974683254957199,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,But we think that's going to be offset by favorable costs and the relative mix of services.,Positive,0.9242023825645447,0.9052910804748535,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"We also, as you know, when we move from Q1 to Q2, especially on the product side, because Q1 is such a large quarter for a products business, we do have a loss of leverage.",Negative,0.9384335875511169,-0.9100281596183777,neutral,Q2
Kevan Parekh,Chief Financial Officer,"So there are some puts and takes, and I think we feel good about the range.",Positive,0.7345686554908752,0.7153224945068359,joy,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"We think it's a very, very strong guide for gross margin.",Positive,0.918605387210846,0.908267617225647,neutral,No Strategic Focus Areas
Suhasini Chandramouli,"Director, Investor Relations","Operator, could we get the next question, please?",Neutral,0.9358330368995667,0.0023513063788414,neutral,No Strategic Focus Areas
Operator,Operator,Our next question is from Wamsi Mohan with Bank of America.,Neutral,0.9372068047523499,0.01629437319934368,neutral,Bank America
Wamsi Mohan,Analyst,"Tim, I want to follow-up on your comment about channel inventory in China.",Neutral,0.9174199104309082,0.024264520034193993,neutral,China
Wamsi Mohan,Analyst,I was wondering if you could maybe address more broadly if channel inventory across your different product lines and regions?,Neutral,0.8906011581420898,0.08972052484750748,surprise,No Strategic Focus Areas
Wamsi Mohan,Analyst,Do you feel they're elevated or out of range in any other regions?,Neutral,0.7235211133956909,-0.12416904419660568,neutral,No Strategic Focus Areas
Wamsi Mohan,Analyst,"And given the clearing event that kind of happened in China, I guess in the quarter, should we think of a more normal progression quarter-on-quarter into the March quarter in China in particular, and I will follow.",Neutral,0.9133484959602356,0.02436392940580845,neutral,"China, quarter, quarter--quarter, March quarter, China"
Tim Cook,Chief Executive Officer,"Yes, I don't want to project sales for the current quarter by region, but if you if you look at the channel inventory and look at iPhone in the aggregate, so on a worldwide basis we're very comfortable with our channel inventory position in the -- in China my point was that our channel inventory reduced from the beginning of the quarter to the end of the quarter, and that was over half of the reduction in the reported results.",Negative,0.8405290842056274,-0.7414103746414185,neutral,"current quarter, iPhone, China, beginning quarter end quarter, half"
Tim Cook,Chief Executive Officer,"And so if you look, part of the reason for that is that our sales were a bit higher than we forecasted them to be toward the end of the quarter.",Positive,0.7345525026321411,0.5342803597450256,neutral,end quarter
Tim Cook,Chief Executive Officer,And so we ended a little leaner than we had expected to.,Negative,0.5709123611450195,-0.2971968650817871,neutral,No Strategic Focus Areas
Wamsi Mohan,Analyst,"And then maybe as my follow-up, your services growth has been very strong and I know you've kind of been navigating some pretty challenging regulatory burdens on the business globally.",Positive,0.9143364429473877,0.8811525702476501,neutral,No Strategic Focus Areas
Wamsi Mohan,Analyst,So how should investors think about maybe either a top line or margin headwind that let's say you're currently absorbing in your results that could potentially maybe reverse in a more balanced regulatory environment?,Neutral,0.6918946504592896,-0.13261058926582336,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"So I think one, I just wanted to kind of reiterate the fact that, you know, our services business had an all-time record for December quarter of 14%.",Positive,0.4336461126804352,0.2622833251953125,neutral,"December quarter, 14%"
Kevan Parekh,Chief Financial Officer,And that was a one strength that we saw across all geographic segments and also was very broad base across all of our services.,Neutral,0.51025390625,0.46866533160209656,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"So we have, as you know, a very broad services portfolio.",Neutral,0.8333038091659546,0.14931508898735046,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"And so we do see, you know, good momentum across the board.",Positive,0.9460551142692566,0.9318218231201172,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"And as well, we continue to see increasing engagement across the customer base, across all of the service offerings, both transacting and paid accounts.",Positive,0.924178957939148,0.9152547121047974,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"We talked about reaching all-time highs, and we have over now 1 billion paid subscriptions across the services platform.",Positive,0.7664660215377808,0.7575927376747131,neutral,1 billion
Suhasini Chandramouli,"Director, Investor Relations","Operator, could we get the next question, please?",Neutral,0.9358330368995667,0.0023513026535511017,neutral,No Strategic Focus Areas
Operator,Operator,Our next question is from Samik Chatterjee with JPMorgan.,Neutral,0.9274575710296631,-0.0038191601634025574,neutral,JPMorgan
Samik Chatterjee,Analyst,"I guess for the first one, if I -- I mean, you had a great quarter on Macs and iPads both.",Positive,0.5285902619361877,0.5110878348350525,neutral,"Macs, iPads"
Samik Chatterjee,Analyst,"And I'm just curious, in terms of if you can help us think about the sustainability of this double-digit growth that you saw in both the product lines, and more interest are also here, we are talking about Apple Intelligence sort of influencing volumes on iPhones, but any thoughts on sort of how -- what does that influence look like in terms of volumes for Macs, for example, where I think there's a lot of conversation on AI PCs, how you're thinking about the impact there?",Neutral,0.9241989254951477,0.03773126006126404,neutral,"Apple Intelligence, iPhones, Macs, AI"
Tim Cook,Chief Executive Officer,"If you look at Mac, Mac was up 16% and on iPad, we were up 15%.",Positive,0.7840283513069153,0.7641286253929138,neutral,"16%, iPad, 15%"
Tim Cook,Chief Executive Officer,The Mac was driven by the very strong uptake on our new products during the quarter and the continued success of the MacBook Air.,Positive,0.9482123255729675,0.9329891800880432,joy,"quarter, MacBook Air"
Tim Cook,Chief Executive Officer,"And so as you know, we've launched an M4-based MacBook Pro, an iMac and a Mac Mini during the quarter.",Neutral,0.7003709673881531,0.2731283903121948,neutral,"M4, MacBook Pro, iMac, quarter"
Tim Cook,Chief Executive Officer,We believe we've got the best AI PC out there for running workloads.,Positive,0.730505645275116,0.7175651788711548,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"The silicon in the Mac is, and it has been for several years now, designed by us and really designed for these workloads.",Neutral,0.8738861680030823,0.10424093157052994,neutral,several years
Tim Cook,Chief Executive Officer,"And so I don't want to project at the category level for the future, but we're incredibly pleased with both the Mac and the iPad for the quarter.",Positive,0.8231856226921082,0.8122681975364685,joy,"iPad, quarter"
Samik Chatterjee,Analyst,"And Tim, I'm going to use your earlier discussion about India as a strong emerging market to sort of ask you about the supply chain planning there in terms of how much of the supply chain planning there that you're doing is more of a reflection of the growth expectations from that market relative to in terms of diversification of the supply chain?",Neutral,0.9245752096176147,0.0295700840651989,neutral,India
Samik Chatterjee,Analyst,And how should we sort of think about that strategy in terms of that particular country?,Neutral,0.9372330904006958,0.013339400291442871,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"If you look at the manufacturing we do there, we do manufacturing both for the domestic market, and we export.",Neutral,0.9368500709533691,0.01901075802743435,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,And so in -- our business needs a certain economies of scale for it to make sense to manufacture in country.,Neutral,0.7632895708084106,0.22122035920619965,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,And so that really means that we're going to be both a use for the domestic market and an export market.,Neutral,0.665148913860321,0.3077966868877411,neutral,No Strategic Focus Areas
Suhasini Chandramouli,"Director, Investor Relations","Operator, could we get the next question, please?",Neutral,0.9358330368995667,0.0023513063788414,neutral,No Strategic Focus Areas
Operator,Operator,Our next question is from David Vogt with UBS.,Neutral,0.9309084415435791,0.0017482712864875793,neutral,UBS
David Vogt,Analyst,I'm trying to think about your commentary around Apple Intelligence being sort of a momentum driver for the iPhone business.,Neutral,0.8789562582969666,0.08600833266973495,neutral,"Apple Intelligence, iPhone"
David Vogt,Analyst,"But when I think about your kind of framework for the March quarter, if I kind of adjust for channel inventory over the last couple of years, kind of, feels like your iPhone revenue for the March quarter is going to be relatively similar to the quarter two years ago and even the quarter last year?",Neutral,0.813217282295227,0.10267168283462524,neutral,"March quarter, last couple years, iPhone, March quarter, quarter two years ago, quarter last year"
David Vogt,Analyst,So how do we square kind of the momentum versus kind of the iPhone business effectively really kind of unchanged over the last couple of years?,Neutral,0.8782536387443542,0.05576024204492569,neutral,"iPhone, last couple years"
David Vogt,Analyst,"And then second, when I think about kind of the gross margin profile of the business, obviously, you've done a great job in taking gross margins up.",Positive,0.9159265756607056,0.9029015898704529,neutral,No Strategic Focus Areas
David Vogt,Analyst,"Where do you think we sit in terms of, on the services side at least, where margins could go?",Neutral,0.9087405800819397,0.046699196100234985,neutral,No Strategic Focus Areas
David Vogt,Analyst,It looks like the 75% margin has been incredibly successful quarter.,Positive,0.9436426758766174,0.9202362895011902,joy,"75%, quarter"
David Vogt,Analyst,But just trying to get a sense for where do you think this number could go over the intermediate term?,Neutral,0.9110077619552612,0.031919680535793304,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"If you look at Apple Intelligence, what my point earlier was, that markets where we had rolled out Apple Intelligence during the Q1 period performed better on a year-over-year basis than markets where we had not.",Positive,0.7911938428878784,0.749916136264801,neutral,"Apple Intelligence, Apple Intelligence"
Tim Cook,Chief Executive Officer,And so that gives us -- it's a positive indicator that we were pleased with.,Positive,0.8875564336776733,0.8739280700683594,joy,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,There are many compelling reasons to upgrade.,Neutral,0.776695966720581,0.19814854860305786,neutral,No Strategic Focus Areas
Tim Cook,Chief Executive Officer,"And the other thing I would say, that I think I mentioned earlier, is that if you look at it from a launch to the end of the December quarter, and so that goes back to September, the 16 family is outperforming the 15 family.",Negative,0.4173104763031006,-0.1545095443725586,neutral,"end December quarter, September, 16, 15"
Tim Cook,Chief Executive Officer,And so I think those are two good data points.,Positive,0.6270678043365479,0.6015588641166687,neutral,two
Tim Cook,Chief Executive Officer,Our next round of language rollouts will be in April.,Neutral,0.9180469512939453,0.011876318603754044,neutral,April
Tim Cook,Chief Executive Officer,And I'll let Kevan take the gross margin question.,Neutral,0.9308525919914246,0.011273369193077087,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"So on the Services gross margin, I think maybe just stepping back a second.",Neutral,0.8130330443382263,0.1188044548034668,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,Services business in general in aggregate is accretive to the overall company margin.,Neutral,0.7483726739883423,0.227852001786232,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"And one of the things, as an important reminder, is we've got a very broad services portfolio.",Neutral,0.6695883274078369,0.30727648735046387,neutral,one
Kevan Parekh,Chief Financial Officer,And those businesses have very different margin profiles.,Neutral,0.8628102540969849,-0.044318802654743195,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"And so I think, one, it's because of the nature of those businesses and in part also because of the way we account for them.",Neutral,0.9050865173339844,0.06027239188551903,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,And so one of the big factors that drive the Services gross margins and relative performance of those different businesses within the portfolio.,Neutral,0.9163697361946106,0.04326362535357475,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"We also have the dynamic of some scale businesses like payment services, iCloud, that are actually growing.",Positive,0.6315973401069641,0.6214478611946106,neutral,iCloud
Kevan Parekh,Chief Financial Officer,"And there, when we add incremental users, those end up being accretive to margins as well.",Neutral,0.8480742573738098,0.08735112845897675,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"And so in general, what we saw in the December quarter was nice momentum across our entire services business that allows us to deliver that 75% margin at the services level.",Positive,0.9464128613471985,0.9346194863319397,neutral,"December quarter, 75%"
Kevan Parekh,Chief Financial Officer,"And I think our guidance takes into consideration what we think we're going to land from a company standpoint of 46.5% to 47.5%, which again, we think is a strong guide.",Positive,0.8148155808448792,0.8068300485610962,neutral,"46.5%, 47.5%"
Operator,Operator,Our next question is from Krish Sankar with TD Cowen.,Neutral,0.9387218356132507,0.009553806856274605,neutral,No Strategic Focus Areas
Krish Sankar,Analyst,"One, the first one for Tim.",Neutral,0.9251545071601868,0.0253472700715065,neutral,One
Krish Sankar,Analyst,"You had very strong Mac growth, 16% year-over-year last quarter.",Positive,0.9437076449394226,0.9299538135528564,neutral,"Mac, 16%, last quarter"
Krish Sankar,Analyst,Just wondering how much of that was driven by some of the Mac silicon innovation versus a replacement cycle for Macs?,Neutral,0.9031028151512146,0.023544318974018097,surprise,Macs
Tim Cook,Chief Executive Officer,"I don't know the answer to your question precisely, but I think it is a combination of these products are so compelling, the M4-based products are so compelling, that it's driving both upgrades at the double-digit level and it's driving switchers at a double-digit level.",Neutral,0.790179431438446,0.16613726317882538,neutral,M4
Tim Cook,Chief Executive Officer,"And so we're seeing both come out, and I think it's just because of the compelling products.",Neutral,0.5253145694732666,0.4288833439350128,neutral,No Strategic Focus Areas
Krish Sankar,Analyst,And then a follow-up for Kevan on the gross margin.,Neutral,0.9273898005485535,0.04161650687456131,neutral,No Strategic Focus Areas
Krish Sankar,Analyst,I want to ask you on the product side.,Neutral,0.930662989616394,0.028079528361558914,neutral,No Strategic Focus Areas
Krish Sankar,Analyst,"Last quarter, you had 39.3%, which is very strong, similar to a year ago period.",Positive,0.795870304107666,0.7751900553703308,neutral,"Last quarter, 39.3%, year ago period"
Krish Sankar,Analyst,I'm kind of curious how much more levels do you have on the product side to improve the gross margin?,Neutral,0.7632953524589539,0.20115025341510773,surprise,No Strategic Focus Areas
Krish Sankar,Analyst,"Or do you think with some of the more new AI-related devices, there's more upside to gross margin from here on the product hardware side?",Neutral,0.6936503052711487,0.24951830506324768,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"So on the product side, as you mentioned, we had pretty strong sequential improvement, 300 basis points, for the December quarter.",Positive,0.9491726160049438,0.9261139035224915,neutral,"300, December quarter"
Kevan Parekh,Chief Financial Officer,"That was really driven by, we talked about, favorable mix and leverage.",Positive,0.5339339375495911,0.5147920846939087,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"As you know, in Q1, again, it's a launch quarter for many products, and so we tend to benefit from the leverage that we get from that higher volume.",Positive,0.7557104825973511,0.7383760213851929,neutral,No Strategic Focus Areas
Kevan Parekh,Chief Financial Officer,"I would say, in general, our gross margin on products is driven by a number of factors.",Neutral,0.9112294316291809,0.03832194581627846,neutral,No Strategic Focus Areas
